Machine,Job,Product,Operation,Start,Duration,Completion
4,27,enzyme2,0,3,3,6
4,31,enzyme2,0,6,3,9
4,57,enzyme5,0,12,8,20
4,61,enzyme5,0,20,8,28
4,65,enzyme5,0,28,8,36
4,36,enzyme3,1,38,6,44
4,40,enzyme3,1,44,6,50
4,42,enzyme3,1,50,6,56
4,49,enzyme4,1,58,4,62
4,54,enzyme4,1,62,4,66
4,14,enzyme1,1,70,2,72
4,0,enzyme0,1,74,4,78
4,4,enzyme0,1,78,4,82
4,8,enzyme0,1,82,4,86
5,24,enzyme2,0,0,3,3
5,28,enzyme2,0,3,3,6
5,32,enzyme2,0,6,3,9
5,58,enzyme5,0,12,8,20
5,62,enzyme5,0,20,8,28
5,33,enzyme3,1,32,6,38
5,37,enzyme3,1,38,6,44
5,41,enzyme3,1,44,6,50
5,43,enzyme3,1,50,6,56
5,50,enzyme4,1,57,4,61
5,53,enzyme4,1,61,4,65
5,13,enzyme1,1,69,2,71
5,21,enzyme1,1,71,2,73
5,3,enzyme0,1,77,4,81
5,7,enzyme0,1,81,4,85
6,25,enzyme2,0,0,3,3
6,29,enzyme2,0,3,3,6
6,55,enzyme5,0,7,8,15
6,59,enzyme5,0,15,8,23
6,63,enzyme5,0,23,8,31
6,34,enzyme3,1,32,6,38
6,38,enzyme3,1,38,6,44
6,44,enzyme4,1,46,4,50
6,45,enzyme4,1,50,4,54
6,47,enzyme4,1,54,4,58
6,51,enzyme4,1,58,4,62
6,11,enzyme1,1,64,2,66
6,15,enzyme1,1,66,2,68
6,17,enzyme1,1,68,2,70
6,19,enzyme1,1,70,2,72
6,1,enzyme0,1,76,4,80
6,5,enzyme0,1,80,4,84
6,9,enzyme0,1,84,4,88
7,22,enzyme2,1,3,3,6
7,24,enzyme2,1,6,3,9
7,26,enzyme2,1,9,3,12
7,28,enzyme2,1,12,3,15
7,30,enzyme2,1,15,3,18
7,32,enzyme2,1,18,3,21
7,56,enzyme5,1,23,3,26
7,58,enzyme5,1,26,3,29
7,60,enzyme5,1,29,3,32
7,62,enzyme5,1,32,3,35
7,64,enzyme5,1,35,3,38
7,33,enzyme3,2,39,6,45
7,35,enzyme3,2,45,6,51
7,37,enzyme3,2,51,6,57
7,39,enzyme3,2,57,6,63
7,41,enzyme3,2,63,6,69
7,42,enzyme3,2,69,6,75
7,45,enzyme4,2,77,7,84
7,46,enzyme4,2,84,7,91
7,48,enzyme4,2,91,7,98
7,49,enzyme4,2,98,7,105
7,52,enzyme4,2,105,7,112
7,0,enzyme0,2,114,4,118
7,1,enzyme0,2,118,4,122
7,3,enzyme0,2,122,4,126
7,4,enzyme0,2,126,4,130
7,6,enzyme0,2,130,4,134
7,8,enzyme0,2,134,4,138
7,10,enzyme0,2,138,4,142
8,23,enzyme2,1,3,3,6
8,25,enzyme2,1,6,3,9
8,27,enzyme2,1,9,3,12
8,29,enzyme2,1,12,3,15
8,31,enzyme2,1,15,3,18
8,55,enzyme5,1,22,3,25
8,57,enzyme5,1,25,3,28
8,59,enzyme5,1,28,3,31
8,61,enzyme5,1,31,3,34
8,63,enzyme5,1,34,3,37
8,65,enzyme5,1,37,3,40
8,34,enzyme3,2,41,6,47
8,36,enzyme3,2,47,6,53
8,38,enzyme3,2,53,6,59
8,40,enzyme3,2,59,6,65
8,44,enzyme4,2,67,7,74
8,43,enzyme3,2,78,6,84
8,47,enzyme4,2,86,7,93
8,50,enzyme4,2,93,7,100
8,51,enzyme4,2,100,7,107
8,53,enzyme4,2,107,7,114
8,54,enzyme4,2,114,7,121
8,2,enzyme0,2,124,4,128
8,5,enzyme0,2,128,4,132
8,7,enzyme0,2,132,4,136
8,9,enzyme0,2,136,4,140
