Machine,Job,Product,Operation,Start,Duration,Completion
6,59,enzyme4,1,67,4,71
6,63,enzyme4,1,71,4,75
6,16,enzyme1,1,77,2,79
6,17,enzyme1,1,79,2,81
6,20,enzyme1,1,81,2,83
6,24,enzyme1,1,83,2,85
6,1,enzyme0,1,89,4,93
6,6,enzyme0,1,93,4,97
6,10,enzyme0,1,97,4,101
7,26,enzyme2,1,3,3,6
7,28,enzyme2,1,6,3,9
7,30,enzyme2,1,9,3,12
7,32,enzyme2,1,12,3,15
7,34,enzyme2,1,15,3,18
7,36,enzyme2,1,18,3,21
7,38,enzyme2,1,21,3,24
7,65,enzyme5,1,26,3,29
7,68,enzyme5,1,29,3,32
7,70,enzyme5,1,32,3,35
7,72,enzyme5,1,35,3,38
7,74,enzyme5,1,38,3,41
7,76,enzyme5,1,41,3,44
7,39,enzyme3,2,45,6,51
7,40,enzyme3,2,51,6,57
7,43,enzyme3,2,57,6,63
7,45,enzyme3,2,63,6,69
7,47,enzyme3,2,69,6,75
7,52,enzyme4,2,77,7,84
7,53,enzyme4,2,84,7,91
7,51,enzyme3,2,95,6,101
7,57,enzyme4,2,103,7,110
7,58,enzyme4,2,110,7,117
7,61,enzyme4,2,117,7,124
7,62,enzyme4,2,124,7,131
7,64,enzyme4,2,131,7,138
7,1,enzyme0,2,140,4,144
7,3,enzyme0,2,144,4,148
7,5,enzyme0,2,148,4,152
7,7,enzyme0,2,152,4,156
7,9,enzyme0,2,156,4,160
7,11,enzyme0,2,160,4,164
8,27,enzyme2,1,3,3,6
8,29,enzyme2,1,6,3,9
8,31,enzyme2,1,9,3,12
8,33,enzyme2,1,12,3,15
8,35,enzyme2,1,15,3,18
8,37,enzyme2,1,18,3,21
8,67,enzyme5,1,25,3,28
8,66,enzyme5,1,28,3,31
8,69,enzyme5,1,31,3,34
8,71,enzyme5,1,34,3,37
8,73,enzyme5,1,37,3,40
8,75,enzyme5,1,40,3,43
8,77,enzyme5,1,43,3,46
8,41,enzyme3,2,47,6,53
8,42,enzyme3,2,53,6,59
8,44,enzyme3,2,59,6,65
8,46,enzyme3,2,65,6,71
8,48,enzyme3,2,71,6,77
8,49,enzyme3,2,77,6,83
8,50,enzyme3,2,83,6,89
8,55,enzyme4,2,91,7,98
8,54,enzyme4,2,98,7,105
8,56,enzyme4,2,105,7,112
8,59,enzyme4,2,112,7,119
8,60,enzyme4,2,119,7,126
8,63,enzyme4,2,126,7,133
8,0,enzyme0,2,136,4,140
8,2,enzyme0,2,140,4,144
8,4,enzyme0,2,144,4,148
8,6,enzyme0,2,148,4,152
8,8,enzyme0,2,152,4,156
8,10,enzyme0,2,156,4,160
8,12,enzyme0,2,160,4,164
